"ID","manufacturer","model","model_name","year","body_style","power","ccm","cylinders","steering","transmission","drive","fuel","condition","price"
264859,"Opel","GT","GT 1900",1973,"Coupe",66,1897,4,"Left (LHD)","Manual","Rear","Petrol","Restored",32800
264858,"MG","T-Type","TA",1938,"Convertible",37,1292,4,"Left (LHD)","Manual","Rear","Petrol","Original",37800
264857,"Maserati","Merak","Merak",1973,"Coupe",134,2965,6,"Left (LHD)","Manual","Rear","Petrol","Authentic",69800
264856,"Lancia","Fulvia","Fulvia Coupe HF",1966,"Coupe",65,1216,4,"Left (LHD)","Manual","Front","Petrol","Authentic",69800
264840,"MG","MGB","MGB",1973,"Convertible",71,1798,4,"Right (RHD)","Manual","Rear","Petrol","Original",9800
264818,"Daimler","SP 250","SP 250",1964,"Convertible",88,2548,8,"Right (RHD)","Manual","Rear","Petrol","Original",33000
264812,"Jaguar","XJ6","XJ 6 L 4.2",1977,"Convertible",124,4235,6,"Left (LHD)","Automatic","Rear","Petrol","Restored",22000
264796,"Ford","Mustang","Mustang 289",1965,"Coupe",149,4727,8,"Left (LHD)","Manual","Rear","Petrol","Authentic",49950
264790,"FIAT","500","500 L",1972,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Restored",16500
264785,"Citroën","ID","D Super 5",1973,"Saloon",85,2175,4,"Left (LHD)","Manual","Front","Petrol","Restored",38750
264771,"Citroën","D Super","D Super",1972,"Saloon",76,1985,4,"Left (LHD)","Semi-Automatic","Front","Petrol","Restored",29950
264767,"Caterham","Seven","Seven SuperSprint",2018,"Convertible",70,1595,3,"Right (RHD)","Manual","Rear","Petrol","Original",47232
264749,"Audi","80","80 - 2.3 E",1992,"Saloon",98,2309,5,"Left (LHD)","Manual","Front","Petrol","Original",8950
264758,"Alfa Romeo","4C","4C",2015,"Coupe",177,1742,4,"Left (LHD)","Automatic","Rear","Petrol","Original",74500
264756,"Alfa Romeo","Giulia","Giulia 1600 Spider Veloce",1964,"Convertible",82,1570,4,"Left (LHD)","Manual","Rear","Petrol","Restored",117636
264752,"Jaguar","XK","XK 150 SE OTS",1958,"Convertible",157,3442,6,"Left (LHD)","Manual","Rear","Petrol","Restored",117636
264747,"BMW","5 Series","M5 Touring",1994,"Estate",250,3795,6,"Left (LHD)","Manual","Rear","Petrol","Original",39995
264673,"FIAT","500","500 F",1969,"Saloon",13,500,2,"Left (LHD)","Manual","Rear","Petrol","Original",11500
264518,"Triumph","GT 6","GT 6 Mk II",1968,"Coupe",77,1998,6,"Left (LHD)","Manual","Rear","Petrol","Restored",21950
264802,"Morgan","Plus 8","Plus 8 Speedster",2015,"Convertible",270,4799,8,"Right (RHD)","Manual","Rear","Petrol","Original",108710
264736,"Caterham","Seven","Seven SuperSprint",2018,"Convertible",70,1595,3,"Right (RHD)","Manual","Rear","Petrol","Original",31862
264739,"Caterham","Seven","Super Seven",2020,"Convertible",99,1595,4,"Right (RHD)","Manual","Rear","Petrol","Original",33044
264742,"Triumph","Stag","Stag",1973,"Convertible",107,2997,8,"Right (RHD)","Manual","Rear","Petrol","Original",35409
264754,"Volkswagen","Transporter","T2a Westfalia",1971,"Bus",46,1679,4,"Left (LHD)","Manual","Rear","Petrol","Original",38956
264761,"Land Rover","Defender","Defender 90",1996,"4x4",83,2495,4,"Right (RHD)","Manual","4WD","Diesel","Original",41320
264765,"Caterham","Seven","Super Seven",2020,"Convertible",99,1595,4,"Right (RHD)","Manual","Rear","Petrol","Original",46049
264769,"Morgan","Plus 4","Plus 4 2-Seater",2016,"Convertible",113,1999,4,"Right (RHD)","Manual","Rear","Petrol","Original",51961
264774,"Toyota","Supra","GR Supra 3.0",2020,"Coupe",250,2998,6,"Right (RHD)","Automatic","Rear","Petrol","Original",55422
264772,"Lotus","Exige","Exige S",2014,"Coupe",257,3456,6,"Right (RHD)","Manual","Rear","Petrol","Original",53143
264776,"Morgan","Roadster","Roadster V6",2014,"Convertible",209,3721,6,"Right (RHD)","Manual","Rear","Petrol","Original",55508
264783,"Lotus","Exige","Exige Sport 410",2020,"Coupe",306,3456,6,"Right (RHD)","Manual","Rear","Petrol","Original",70877
264787,"Morgan","Plus Four","Plus Four",2020,"Convertible",190,1998,4,"Right (RHD)","Manual","Rear","Petrol","Original",76788
264789,"Jaguar","Mk II","Mk II 3.8",1964,"Saloon",165,3781,6,"Right (RHD)","Automatic","Rear","Petrol","Original",82700
264791,"Morgan","Plus Four","Plus Four",2020,"Convertible",190,1998,4,"Right (RHD)","Manual","Rear","Petrol","Original",84500
264793,"Morgan","Plus Six","Plus Six",2020,"Convertible",250,2998,6,"Right (RHD)","Automatic","Rear","Petrol","Original",98069
264656,"Mini","Cooper S","Cooper S JCW",2003,"Small car",155,1598,4,"Left (LHD)","Manual","Front","Petrol","Original",10900
232278,"FIAT","Dino","Dino Spider",1967,"Convertible",143,2389,6,"Left (LHD)","Manual","Rear","Petrol","Conversion/ Special",135000
264707,"Maserati","Biturbo","Biturbo Si",1987,"Coupe",162,1996,6,"Left (LHD)","Manual","Rear","Petrol","Original",11900
264668,"BMW","02 Series","2002 turbo",1975,"Saloon",125,1990,4,"Left (LHD)","Manual","Rear","Petrol","Original",118000
224209,"Abarth","750","Fiat 750 Zagato GT",1961,"Coupe",32,747,4,"Left (LHD)","Manual","Rear","Petrol","Original",77500
264662,"ALPINA","B10","B10 V8",2002,"Saloon",255,4619,8,"Right (RHD)","Automatic","Rear","Petrol","Original",47285
264651,"Citroën","2 CV","2 CV",1960,"Saloon",9,425,2,"Left (LHD)","Manual","Front","Petrol","Original",16900
259238,"Jeep","Wrangler","Wrangler 3.8",2010,"4x4",146,3778,6,"Right (RHD)","Manual","4WD","Petrol","Original",21377
257445,"Chevrolet","Corvette","Corvette Sting Ray",1967,"Convertible",298,6998,8,"Right (RHD)","Manual","Rear","Petrol","Original",141226
264612,"Cadillac","Model S","Model S",1908,"Convertible",12,1609,1,"Right (RHD)","Manual","Rear","Petrol","Part-Restored",44000
264617,"Talbot","10/23","10/23",1923,"Convertible",17,905,4,"Right (RHD)","Manual","Rear","Petrol","Part-Restored",27500
264524,"Ledl","AS","AS 130",1985,"Coupe",51,1297,4,"Left (LHD)","Manual","Rear","Petrol","Original",28500
264610,"Triumph","Spitfire","Spitfire Mk III",1970,"Convertible",55,1296,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",19999
178580,"MG","MGB","MGB",1963,"Convertible",107,1798,4,"Left (LHD)","Manual","Rear","Petrol","Restored",49000
264535,"Toyota","Supra","Supra",1994,"Coupe",243,2997,6,"Right (RHD)","Automatic","Rear","Petrol","Original",18000
264397,"DKW","1000","Auto Union 1000 Universal",1961,"Estate",32,981,3,"Left (LHD)","Manual","Front","Petrol","Conversion/ Special",7500
264631,"Mercedes-Benz","E-Class","300 D",1987,"Saloon",80,2996,6,"Left (LHD)","Automatic","Rear","Diesel","Original",4900
264633,"Porsche","911","911 GT3 RS",2016,"Coupe",368,3996,6,"Left (LHD)","Automatic","Rear","Petrol","Original",219999
264643,"Lotus","Europa","Europa Special",1973,"Coupe",93,1558,4,"Left (LHD)","Manual","Rear","Petrol","Original",36800
192036,"Mercedes-Benz","S-Class","420 SEL",1986,"Saloon",160,4196,8,"Left (LHD)","Automatic","Rear","Petrol","Original",35126
264636,"Triumph","TR 6","TR 6",1971,"Convertible",72,2498,6,"Left (LHD)","Manual","Rear","Petrol","Restored",21500
264624,"MG","MGA","MGA 1500",1959,"Convertible",50,1489,4,"Left (LHD)","Manual","Rear","Petrol","Restored",33000
264591,"Renault","R 4","R 4 GTL",1980,"Saloon",25,1108,4,"Left (LHD)","Manual","Front","Petrol","Original",4000
264593,"FIAT","500","500 F",1967,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",8200
264580,"Innocenti","Mini","Mini Cooper 1000",1973,"Saloon",35,998,4,"Left (LHD)","Manual","Front","Petrol","Original",9900
264579,"Alfa Romeo","Alfetta","GTV 2.0",1982,"Coupe",96,1998,4,"Left (LHD)","Manual","Rear","Petrol","Original",15800
264578,"Alfa Romeo","Giulia","Giulia 1300 Super",1972,"Saloon",65,1290,4,"Left (LHD)","Manual","Rear","Petrol","Original",16300
264622,"Rolls-Royce","Silver Cloud","Silver Cloud I",1958,"Saloon",114,4887,8,"Left (LHD)","Automatic","Rear","Petrol","Restored",68000
264491,"FIAT","124","124",1966,"Saloon",44,1197,4,"Left (LHD)","Manual","Rear","Petrol","Original",3000
264571,"Subaru","Impreza","Impreza 2.0 T GT 4WD",1996,"Estate",155,1994,4,"Left (LHD)","Manual","4WD","Petrol","Original",10800
264490,"Autobianchi","Bianchina","Bianchina Convertible",1962,"Convertible",15,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",20000
264618,"MG","MGB","MGB",1963,"Convertible",71,1798,4,"Left (LHD)","Manual","Rear","Petrol","Restored",19500
264611,"Toyota","FJ Cruiser","FJ Cruiser",2007,"4x4",178,3956,6,"Left (LHD)","Automatic","4WD","Petrol","Authentic",27850
229487,"Mitsubishi","Lancer","Lancer 1600 GSR",1977,"Saloon",77,1597,4,"Left (LHD)","Manual","Rear","Petrol","Conversion/ Special",38500
252431,"Daimler","V8-250","V8-250",1967,"Saloon",103,2548,8,"Left (LHD)","Automatic","Rear","Petrol","Restored",42500
229472,"Porsche","356","356 B 1600 Super",1961,"Coupe",55,1582,4,"Left (LHD)","Manual","Rear","Petrol","Restored",97500
264608,"Benz","Patent-Motorcar","Patent-Motorcar Number 1 Replica",1885,"Convertible",1,49,1,"Right (RHD)","Manual","Rear","Petrol","Authentic",25000
264607,"Aston Martin","DB 2/4","DB 2/4 Mk I",1955,"Coupe",90,2580,6,"Left (LHD)","Manual","Rear","Petrol","Restored",395000
264597,"Ford","Mustang","Mustang 2.3 Ecoboost",2017,"Convertible",233,2261,4,"Left (LHD)","Automatic","Rear","Petrol","Original",36950
264552,"Mercedes-Benz","123","240 TD",1981,"Estate",48,2404,4,"Left (LHD)","Manual","Rear","Petrol","Original",26500
264590,"Austin-Healey","100","100/4 (BN2)",1956,"Convertible",66,2660,4,"Left (LHD)","Manual","Rear","Petrol","Restored",185000
263537,"Volkswagen","Brasília","Brasília",1974,"Saloon",37,1584,4,"Left (LHD)","Manual","Rear","Petrol","Original",2000
252716,"Ford","Model A","Modell A Phaeton",1930,"Convertible",29,3285,4,"Right (RHD)","Manual","Rear","Petrol","Restoration project",17500
232832,"Rolls-Royce","Silver Shadow","Silver Shadow II",1980,"Saloon",147,6,8,"Right (RHD)","Automatic","Rear","Petrol","Conversion/ Special",43045
264517,"Volkswagen","Beetle","Beetle 1300",1966,"Saloon",29,1285,4,"Left (LHD)","Manual","Rear","Petrol","Recreation",25000
264525,"Mercedes-Benz","SL-Class","280 SL",1968,"Convertible",125,2,6,"Left (LHD)","Automatic","Rear","Petrol","Restored",195000
264527,"Volkswagen","Beetle","Beetle 1303 LS",1973,"Convertible",37,1584,4,"Left (LHD)","Manual","Rear","Petrol","Restored",29500
264529,"Mercedes-Benz","300","300 SEL 6.3",1970,"Saloon",184,6332,8,"Left (LHD)","Automatic","Rear","Petrol","Restored",41000
264536,"FIAT","1100","1100 Monviso ""Stella Alpina""",1947,"Convertible",26,1089,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",105000
264539,"Porsche","911","911 Turbo S",2014,"Coupe",412,3800,6,"Right (RHD)","Automatic","4WD","Petrol","Original",121715
264537,"Lancia","Aurelia","Aurelia B20 GT",1952,"Coupe",55,1991,6,"Right (RHD)","Manual","Rear","Petrol","Restored",147500
264477,"Jaguar","E-Type","E-Type 4.2",1965,"Convertible",198,4235,6,"Left (LHD)","Manual","Rear","Petrol","Restored",180000
221366,"Land Rover","Range Rover Sport","Range Rover Sport TDV6",2005,"4x4",140,2720,6,"Left (LHD)","Automatic","4WD","Diesel","Original",9000
85970,"Maserati","3200","3200 GT",1999,"Coupe",271,3,8,"Left (LHD)","Manual","Rear","Petrol","Original",29999
174691,"FIAT","238","238 - 1500",1978,"Bus",34,1438,4,"Left (LHD)","Manual","Front","Petrol","Original",4300
243612,"Audi","80","Cabriolet 2.0 E",1995,"Convertible",85,1984,4,"Left (LHD)","Manual","Front","Petrol","Original",8900
243313,"Volkswagen","Beetle","Beetle 1302",1974,"Convertible",25,1192,4,"Left (LHD)","Manual","Rear","Petrol","Restored",17900
211475,"Porsche","914","914/4  1.8",1974,"Convertible",63,1795,4,"Left (LHD)","Manual","Rear","Petrol","Restored",27500
155728,"Iveco","190","190-26",1988,"Utility Vehicle",191,13798,6,"Left (LHD)","Semi-Automatic","Rear","Diesel","Restoration project",3300
165460,"Mercedes-Benz","280","280 SE",1971,"Saloon",118,2778,6,"Left (LHD)","Automatic","Rear","Petrol","Part-Restored",21500
245700,"Lamborghini","Urraco","Urraco P 250",1976,"Coupe",162,2463,8,"Left (LHD)","Manual","Rear","Petrol","Restored",125000
198453,"Jaguar","S-Type","S-Type 3.4",1967,"Saloon",154,3442,6,"Left (LHD)","Manual","Rear","Petrol","Restored",28000
165446,"Mercedes-Benz","SL-Class","350 SL",1972,"Convertible",147,3499,8,"Left (LHD)","Manual","Rear","Petrol","Original",28000
252358,"Volkswagen","New Beetle","New Beetle 1.9 TDI",2005,"Convertible",74,1896,4,"Left (LHD)","Manual","Front","Diesel","Original",5800
245445,"FIAT","600","600",1961,"Saloon",16,633,4,"Left (LHD)","Manual","Rear","Petrol","Original",7800
160639,"FIAT","900","Citivan",1977,"Bus",26,907,4,"Left (LHD)","Manual","Rear","Petrol","Restoration project",1900
203255,"Alfa Romeo","164","164 2.0 Super V6",1995,"Saloon",148,1995,6,"Left (LHD)","Manual","Front","Petrol","Part-Restored",6800
235714,"Ford","Fiesta","Fiesta 1.1",1980,"Saloon",39,1087,4,"Left (LHD)","Manual","Front","Petrol","Restoration project",2500
85899,"FIAT","1100","1100 R",1968,"Saloon",36,1089,4,"Left (LHD)","Manual","Rear","Petrol","Restoration project",1500
236451,"Land Rover","Discovery","Discovery 2.0",1993,"4x4",100,1998,4,"Left (LHD)","Manual","4WD","Methanol","Authentic",4800
170970,"Lancia","Flaminia","Flaminia GT 3C 2.5 Convertible",1963,"Convertible",103,2458,6,"Left (LHD)","Manual","Rear","Petrol","Part-Restored",164000
264531,"MG","MGB","MGB GT",1968,"Coupe",71,1798,4,"Left (LHD)","Manual","Rear","Petrol","Original",19500
264516,"Porsche","944","944 S2",1989,"Coupe",155,2,4,"Left (LHD)","Manual","Rear","Petrol","Original",27900
228178,"Volkswagen","Transporter","T1 panel van",1962,"Bus",25,1191,4,"Left (LHD)","Manual","Rear","Petrol","Recreation",55000
264504,"Jaguar","XK","XK 150 3.8 SE DHC",1960,"Convertible",164,3781,6,"Left (LHD)","Manual","Rear","Petrol","Original",159500
264474,"FIAT","500","500 F",1965,"Saloon",13,500,2,"Left (LHD)","Manual","Rear","Petrol","Original",15500
227731,"Ferrari","California","California",2011,"Convertible",338,4297,8,"Left (LHD)","Automatic","Rear","Petrol","Original",98272
263749,"FIAT","500","500 L",1970,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",4700
264508,"Lancia","Fulvia","Fulvia Sport 1.3 S (Zagato)",1970,"Coupe",68,1297,4,"Left (LHD)","Manual","Front","Petrol","Original",38000
264500,"Rolls-Royce","Corniche","Corniche I",1976,"Convertible",154,6750,8,"Right (RHD)","Automatic","Rear","Petrol","Original",146826
263796,"Rolls-Royce","Camargue","Camargue",1975,"Coupe",156,6750,8,"Left (LHD)","Automatic","Rear","Petrol","Original",69900
264414,"Lotus","Esprit","Esprit SE",1992,"Coupe",179,1994,4,"Right (RHD)","Manual","Rear","Petrol","Restored",59088
209242,"Lancia","Delta","Delta HF Integrale Evoluzione II",1994,"Saloon",158,1995,4,"Left (LHD)","Manual","4WD","Petrol","Original",1e+05
179598,"Mercedes-Benz","280","280 SE",1969,"Coupe",118,2778,6,"Left (LHD)","Automatic","Rear","Petrol","Authentic",59500
264441,"FIAT","500","500 C Belvedere",1952,"Estate",12,569,4,"Left (LHD)","Manual","Rear","Petrol","Original",13900
264461,"Willys","MB","MB",1943,"4x4",44,2199,4,"Left (LHD)","Manual","4WD","Petrol","Original",30000
264469,"Porsche","912","912",1968,"Coupe",66,1582,4,"Left (LHD)","Manual","Rear","Petrol","Restored",66000
264444,"FIAT","1100","1100-103 TV Pininfarina",1954,"Coupe",37,1100,4,"Left (LHD)","Manual","Rear","Petrol","Original",156000
264448,"Ford","Sierra","Sierra RS Cosworth",1987,"Saloon",150,1993,4,"Left (LHD)","Manual","Rear","Petrol","Original",72000
264442,"FIAT","500","500 Nuova",1958,"Saloon",10,479,2,"Left (LHD)","Manual","Front","Petrol","Original",39500
251852,"Lancia","Flavia","Flavia Coupé 2000",1970,"Coupe",86,1991,4,"Left (LHD)","Manual","Front","Petrol","Original",23800
264415,"Ford","Mustang","Mustang Grande 302",1969,"Coupe",235,4957,8,"Left (LHD)","Manual","Rear","Petrol","Authentic",40500
264413,"Mercedes-Benz","SL-Class","190 SL",1962,"Convertible",77,1897,4,"Left (LHD)","Manual","Rear","Petrol","Part-Restored",99900
264418,"Alfa Romeo","156","156 2.0 TS 16V",1999,"Saloon",114,1970,4,"Left (LHD)","Manual","Front","Petrol","Original",1000
264431,"Jaguar","XK","XK 150 OTS",1958,"Convertible",142,3442,6,"Left (LHD)","Manual","Rear","Petrol","Restored",125000
264424,"Chevrolet","Corvette","Corvette",1982,"Coupe",149,5733,8,"Left (LHD)","Automatic","Rear","Petrol","Restored",30000
264438,"Mercedes-Benz","fintail","220 S b",1962,"Saloon",81,2195,6,"Left (LHD)","Manual","Rear","Petrol","Original",15600
183183,"BMW","3 Series","M3",1995,"Convertible",210,2990,6,"Left (LHD)","Manual","Rear","Petrol","Original",39500
185262,"Jaguar","E-Type","E-Type 3.8",1963,"Coupe",198,3781,6,"Left (LHD)","Manual","Rear","Petrol","Restored",125000
166181,"Chevrolet","Impala","Impala SS",1966,"Convertible",250,6997,8,"Left (LHD)","Manual","Rear","Petrol","Restored",58000
165987,"Ford","Thunderbird","Thunderbird",1965,"Convertible",221,6391,8,"Left (LHD)","Automatic","Rear","Petrol","Original",30000
238206,"Porsche","911","911 Turbo 3.3",1991,"Coupe",235,3299,6,"Left (LHD)","Manual","Rear","Petrol","Original",151250
165915,"Chevrolet","Chevelle","Chevelle SS 454",1972,"Coupe",335,7443,8,"Left (LHD)","Automatic","Rear","Petrol","Restored",45000
180615,"Porsche","911","911 Carrera 3.2",1987,"Convertible",170,3164,6,"Left (LHD)","Manual","Rear","Petrol","Original",70000
239015,"CMC","Tiffany","Tiffany",1986,"Coupe",118,4942,8,"Left (LHD)","Automatic","Rear","Petrol","Original",32500
126020,"Chevrolet","Corvette","Corvette Sting Ray",1963,"Coupe",221,5359,8,"Right (RHD)","Automatic","Rear","Petrol","Restored",120000
165918,"Ford","Thunderbird","Thunderbird",1955,"Convertible",184,4778,8,"Left (LHD)","Automatic","Rear","Petrol","Original",45000
166176,"Chevrolet","Camaro","Camaro SS-350",1967,"Coupe",239,6489,8,"Left (LHD)","Automatic","Rear","Petrol","Original",44000
154403,"Mercedes-Benz","SL-Class","190 SL",1956,"Convertible",77,1897,4,"Left (LHD)","Manual","Rear","Petrol","Original",120000
183043,"Cadillac","Eldorado","Eldorado Biarritz",1960,"Convertible",157,6384,8,"Left (LHD)","Automatic","Rear","Petrol","Restored",120000
180648,"Mercedes-Benz","SL-Class","190 SL",1962,"Convertible",77,1897,4,"Left (LHD)","Manual","Rear","Petrol","Restored",160000
223357,"Lincoln","Continental","Continental Mark IV",1976,"Coupe",156,7536,8,"Left (LHD)","Automatic","Rear","Petrol","Restored",27000
183105,"Chevrolet","Camaro","Camaro",1981,"Coupe",129,5735,8,"Left (LHD)","Automatic","Rear","Petrol","Original",19500
159678,"Chevrolet","Corvette","Corvette Sting Ray Convertible",1965,"Convertible",268,5359,8,"Left (LHD)","Automatic","Rear","Petrol","Restored",94700
264079,"MG","MGB","MGB",1968,"Convertible",71,1798,4,"Left (LHD)","Manual","Rear","Petrol","Restored",26500
264427,"Mercedes-Benz","250","250 SE",1966,"Convertible",110,2496,6,"Left (LHD)","Automatic","Rear","Petrol","Restored",148000
264426,"Alvis","4.3 Litre","4.3 Litre Roadster",1937,"Convertible",101,4387,6,"Right (RHD)","Manual","Rear","Petrol","Restored",195000
264417,"Ferrari","512","512 M",1996,"Coupe",324,4943,12,"Left (LHD)","Manual","Rear","Petrol","Original",275000
194451,"Maserati","Indy","Indy 4200",1970,"Coupe",191,4136,8,"Left (LHD)","Manual","Rear","Petrol","Part-Restored",85000
220653,"Lamborghini","Jalpa","Jalpa 3500",1983,"Coupe",188,3485,8,"Left (LHD)","Manual","Rear","Petrol","Original",99500
264411,"FIAT","500","500 Nuova",1960,"Saloon",10,479,2,"Left (LHD)","Manual","Rear","Petrol","Original",37900
264405,"Opel","Rekord","Rekord  1700",1962,"Coupe",44,1680,4,"Left (LHD)","Manual","Rear","Petrol","Part-Restored",15950
264404,"DeSoto","Firesweep","Firesweep Sportsman",1957,"Coupe",194,5328,8,"Left (LHD)","Automatic","Rear","Petrol","Restored",49500
264073,"Ferrari","348","348 GTB",1995,"Coupe",235,3405,8,"Left (LHD)","Manual","Rear","Petrol","Original",85000
264272,"MG","T-Type","TD",1953,"Convertible",40,1250,4,"Left (LHD)","Manual","Rear","Petrol","Restored",36900
264166,"Ferrari","308","308 GTB",1977,"Coupe",177,2927,8,"Left (LHD)","Manual","Rear","Petrol","Original",125000
264180,"BMW","Isetta","Isetta 250",1957,"Small car",9,250,1,"Left (LHD)","Manual","Rear","Petrol","Original",39000
264156,"Mercedes-Benz","/8","250 CE",1970,"Coupe",110,2496,6,"Left (LHD)","Manual","Rear","Petrol","Original",27500
230652,"BMW","3.0","3.0 CSi",1973,"Coupe",147,2985,6,"Left (LHD)","Manual","Rear","Petrol","Restored",79000
264194,"FIAT","500","500 L",1972,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",12950
264125,"Mercedes-Benz","E-Class","200 E",1992,"Saloon",100,1997,4,"Left (LHD)","Automatic","Rear","Petrol","Original",11000
264151,"FIAT","Uno","Uno Turbo i.e. Racing",1992,"Small car",87,1372,4,"Left (LHD)","Manual","Front","Petrol","Part-Restored",16000
264153,"FIAT","Punto","Punto GT",1997,"Small car",98,1372,4,"Left (LHD)","Manual","Front","Petrol","Restoration project",12000
264154,"Suzuki","LJ","LJ 80",1982,"4x4",29,792,4,"Left (LHD)","Manual","4WD","Petrol","Restored",28500
264086,"Jaguar","Mk II","Mk II 2.4",1966,"Saloon",89,2483,6,"Right (RHD)","Manual","Rear","Petrol","Original",8250
264141,"Porsche","911","911 Carrera 2",1991,"Convertible",184,3600,6,"Left (LHD)","Manual","Rear","Petrol","Original",69900
264137,"Mercedes-Benz","SL-Class","450 SLC",1978,"Coupe",132,4489,8,"Left (LHD)","Automatic","Rear","Petrol","Original",45000
264148,"Mercedes-Benz","123","280 TE",1985,"Estate",136,2717,6,"Left (LHD)","Automatic","Rear","Petrol","Original",33900
264149,"Mercedes-Benz","SL-Class","380 SL",1984,"Convertible",114,3793,8,"Left (LHD)","Automatic","Rear","Petrol","Original",42500
264145,"Rover","Mini","Mini Cooper 40 - Limited Edition",2000,"Small car",46,1275,4,"Left (LHD)","Manual","Front","Petrol","Original",17900
264147,"Maserati","Spyder","Spyder 4200",2002,"Convertible",287,4244,8,"Left (LHD)","Automatic","Rear","Petrol","Original",32500
264142,"Ford","Mustang","Mustang 289",1968,"Convertible",149,4660,8,"Left (LHD)","Automatic","Rear","Petrol","Original",72500
264124,"Porsche","911","911 2.2 T",1971,"Coupe",92,2195,6,"Left (LHD)","Manual","Rear","Petrol","Original",139000
264136,"Mercedes-Benz","S-Class","S 63 AMG S 4MATIC",2014,"Convertible",430,5461,8,"Left (LHD)","Automatic","4WD","Petrol","Original",62500
264133,"Porsche","911","911 Carrera",2016,"Coupe",272,2981,6,"Left (LHD)","Automatic","Rear","Petrol","Original",96500
264132,"BMW","Z3","Z3 M-Coupe",2003,"Coupe",239,3246,6,"Left (LHD)","Manual","Rear","Petrol","Original",89000
264118,"BMW","3 Series","325e",1986,"Saloon",90,2693,6,"Left (LHD)","Automatic","Rear","Petrol","Original",29900
264122,"Alfa Romeo","Giulia","Giulia 1600 TI",1964,"Saloon",68,1570,4,"Left (LHD)","Manual","Rear","Petrol","Restored",32950
264061,"Maserati","Quattroporte","Quattroporte 4200",1967,"Saloon",191,4136,8,"Left (LHD)","Manual","Rear","Petrol","Original",39500
264075,"Chevrolet","Corvette","Corvette Stingray",1974,"Coupe",202,7440,8,"Left (LHD)","Manual","Rear","Petrol","Original",42500
264069,"Triumph","TR 6","TR 6 PI",1975,"Convertible",93,2495,6,"Left (LHD)","Manual","Rear","Petrol","Original",22500
264072,"Maserati","Mexico","Mexico 4200",1969,"Coupe",191,4136,8,"Left (LHD)","Manual","Rear","Petrol","Original",159950
264074,"Volkswagen","Beetle","Beetle 1303",1972,"Convertible",32,1285,4,"Left (LHD)","Manual","Rear","Petrol","Original",27500
201084,"Mercedes-Benz","SL-Class","280 SL",1970,"Convertible",125,2778,6,"Left (LHD)","Automatic","Rear","Petrol","Original",95000
264091,"Jaguar","E-Type","E-Type V12",1972,"Convertible",203,5343,12,"Right (RHD)","Manual","Rear","Petrol","Original",104395
264088,"Jaguar","XK","XK 140 DHC",1956,"Convertible",142,3442,6,"Right (RHD)","Manual","Rear","Petrol","Original",205931
264093,"Morgan","3-Wheeler","3-Wheeler",2014,"Convertible",60,1983,2,"Right (RHD)","Manual","Rear","Petrol","Original",43656
264098,"Rover","Mini","Mini 1.3i",1993,"Saloon",40,1275,4,"Left (LHD)","Manual","Front","Petrol","Original",4900
264104,"Bitter","SC","SC 3,0",1982,"Coupe",132,2969,6,"Left (LHD)","Automatic","Rear","Petrol","Original",17900
264103,"BMW","1 Series","118i",2009,"Convertible",105,1995,4,"Left (LHD)","Manual","Rear","Petrol","Original",12900
264097,"Jaguar","XJ","XJ 3.0",2006,"Saloon",175,2967,6,"Left (LHD)","Automatic","Rear","Petrol","Original",14900
264094,"Innocenti","Mini","Mini Cooper 1300",1972,"Saloon",46,1275,4,"Left (LHD)","Manual","Front","Petrol","Original",21900
264106,"BMW","Z3","Z3 1.9",1996,"Convertible",104,1895,4,"Left (LHD)","Manual","Rear","Petrol","Original",7900
262430,"Peugeot","204","204",1974,"Saloon",40,1130,4,"Left (LHD)","Manual","Front","Petrol","Original",12500
216742,"Ford","Taunus","Taunus 12m  1200",1957,"Saloon",44,1500,4,"Left (LHD)","Manual","Rear","Petrol","Restored",44250
230457,"Willys","CJ-3B","CJ-3B",1955,"4x4",40,2199,4,"Left (LHD)","Manual","4WD","Diesel","Original",9900
247064,"Ford","Mustang","Mustang 289",1968,"Coupe",147,4735,8,"Left (LHD)","Automatic","Rear","Petrol","Original",31950
264070,"Mercedes-Benz","SL-Class","230 SL",1966,"Convertible",88,2306,6,"Left (LHD)","Automatic","Rear","Petrol","Authentic",115000
264003,"Lancia","Fulvia","Fulvia 3",1974,"Coupe",66,1298,4,"Left (LHD)","Manual","Front","Petrol","Original",11990
264050,"Porsche","911","911 SC 3.0",1983,"Convertible",132,2994,6,"Left (LHD)","Manual","Rear","Petrol","Restored",72500
264001,"Mercedes-Benz","S-Class","280 SE",1981,"Saloon",136,2746,6,"Left (LHD)","Manual","Rear","Petrol","Original",4495
264009,"FIAT","124","124",1976,"Saloon",44,1197,4,"Left (LHD)","Manual","Rear","Petrol","Original",4790
264040,"Porsche","911","911 Carrera 3.2",1985,"Convertible",152,3164,6,"Left (LHD)","Manual","Rear","Petrol","Original",64000
